Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source,Style
Gleaming Wilderness,4,Earrings,,4,26,247,122,40,35,0,0,0,,,Fresh
Gleaming Wilderness,4,Earrings,,5,31,295,146,47,42,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,0,37,76,14,10,14,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,1,47,95,18,13,18,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,2,58,118,22,16,22,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,3,71,145,27,19,27,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,4,86,175,33,23,33,0,0,0,,,Fresh
Floral Whispers,3,Earrings,,5,102,209,39,28,39,0,0,0,,,Fresh
Stockpile Audit,3,Earrings,,0,16,14,12,0,90,0,0,0,,,Cool
Stockpile Audit,3,Earrings,,1,20,18,15,22,113,0,0,0,,,Cool
Stockpile Audit,3,Earrings,,2,25,22,19,27,140,0,0,0,,,Cool
Stockpile Audit,3,Earrings,,3,31,27,23,33,171,0,0,0,,,Cool
Stockpile Audit,3,Earrings,,4,37,33,28,40,207,0,0,0,,,Cool
Stockpile Audit,3,Earrings,,5,44,39,33,47,248,0,0,0,,,Cool
Swaying Ode,5,Earrings,,0,133,16,18,67,21,0,0,0,,,Elegant
Swaying Ode,5,Earrings,,1,167,20,23,84,27,0,0,0,,,Elegant
Swaying Ode,5,Earrings,,2,207,25,28,104,33,0,0,0,,,Elegant
Swaying Ode,5,Earrings,,3,253,31,35,128,40,0,0,0,,,Elegant
Swaying Ode,5,Earrings,,4,306,37,42,155,49,0,0,0,,,Elegant
Swaying Ode,5,Earrings,,5,366,44,50,185,58,0,0,0,,,Elegant
Astral Petals,5,Earrings,,0,63,132,22,20,7,0,0,0,,,Fresh
Astral Petals,5,Earrings,,1,79,165,28,25,22,0,0,0,,,Fresh
Astral Petals,5,Earrings,,2,98,205,35,31,27,0,0,0,,,Fresh
Astral Petals,5,Earrings,,3,120,251,42,38,33,0,0,0,,,Fresh
Astral Petals,5,Earrings,,4,145,304,51,46,40,0,0,0,,,Fresh
Astral Petals,5,Earrings,,5,174,363,61,55,47,0,0,0,,,Fresh
Windhowl Tears,5,Earrings,,0,72,14,19,135,15,0,0,0,,,Sexy
Windhowl Tears,5,Earrings,,1,90,18,24,169,19,0,0,0,,,Sexy
Windhowl Tears,5,Earrings,,2,0,22,30,210,24,0,0,0,,,Sexy
Windhowl Tears,5,Earrings,,3,137,27,37,257,29,0,0,0,,,Sexy
Windhowl Tears,5,Earrings,,4,166,33,44,311,35,0,0,0,,,Sexy
Windhowl Tears,5,Earrings,,5,198,39,53,372,42,0,0,0,,,Sexy
Serene Bloom,2,Earrings,,0,6,48,5,8,23,0,0,0,,,Fresh
Serene Bloom,2,Earrings,,1,8,60,7,10,29,0,0,0,,,Fresh
Serene Bloom,2,Earrings,,2,10,75,8,13,36,0,0,0,,,Fresh
Serene Bloom,2,Earrings,,3,0,92,10,16,44,0,0,0,,,Fresh
Serene Bloom,2,Earrings,,4,14,0,0,19,53,0,0,0,,,Cool
Serene Bloom,2,Earrings,,5,0,132,14,22,64,0,0,0,,,Fresh
Wings of Longing,2,Earrings,,0,7,4,49,24,5,0,0,0,,,Sweet
Wings of Longing,2,Earrings,,1,9,5,62,30,7,0,0,0,,,Sweet
Wings of Longing,2,Earrings,,2,0,7,76,38,8,0,0,0,,,Sweet
Wings of Longing,2,Earrings,,3,14,8,94,46,10,0,0,0,,,Sweet
Wings of Longing,2,Earrings,,4,0,10,113,56,12,0,0,0,,,Sweet
Wings of Longing,2,Earrings,,5,20,0,135,66,14,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,0,43,0,87,12,12,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,1,54,15,109,15,15,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,2,67,19,135,19,19,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,3,82,23,166,23,23,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,4,99,28,201,28,28,0,0,0,,,Sweet
Trailing Melody,4,Earrings,,5,19,33,240,33,33,0,0,0,,,Sweet
Twilight's Veil,4,Earrings,,0,42,86,14,12,11,0,0,0,,,Fresh
Twilight's Veil,4,Earrings,,1,53,108,18,15,14,0,0,0,,,Fresh
Twilight's Veil,4,Earrings,,2,66,134,22,19,18,0,0,0,,,Fresh
Twilight's Veil,4,Earrings,,3,80,164,27,23,21,0,0,0,,,Fresh
Twilight's Veil,4,Earrings,,4,0,198,33,28,26,0,0,0,,,Fresh
Twilight's Veil,4,Earrings,,5,116,237,39,33,31,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,0,0,107,55,0,10,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,1,15,134,69,22,13,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,2,19,166,86,27,16,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,3,23,204,105,33,19,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,4,28,247,127,40,23,0,0,0,,,Fresh
Wishbird Return,4,Earrings,,5,33,295,152,47,28,0,0,0,,,Fresh
Weaving Spring,4,Earrings,,0,53,19,101,15,15,0,0,0,,,Sweet
Weaving Spring,4,Earrings,,1,67,24,127,19,19,0,0,0,,,Sweet
Weaving Spring,4,Earrings,,2,83,30,157,24,24,0,0,0,,,Sweet
Weaving Spring,4,Earrings,,3,101,37,192,29,29,0,0,0,,,Sweet
Weaving Spring,4,Earrings,,4,122,44,233,35,35,0,0,0,,,Sweet
Weaving Spring,4,Earrings,,5,146,53,278,42,42,0,0,0,,,Sweet
Painted Scenery,4,Earrings,,0,19,106,54,12,11,0,0,0,,,Fresh
Painted Scenery,4,Earrings,,1,24,133,68,15,14,0,0,0,,,Fresh
Painted Scenery,4,Earrings,,2,30,165,84,19,18,0,0,0,,,Fresh
Painted Scenery,4,Earrings,,3,37,202,103,23,21,0,0,0,,,Fresh
Painted Scenery,4,Earrings,,4,44,244,125,28,26,0,0,0,,,Fresh
Painted Scenery,4,Earrings,,5,53,292,149,33,31,0,0,0,,,Fresh
Bibcoon Pompoms,4,Earrings,,0,50,0,105,18,13,0,0,0,,,Sweet
Bibcoon Pompoms,4,Earrings,,1,63,22,132,23,0,0,0,0,,,Sweet
Bibcoon Pompoms,4,Earrings,,2,78,27,163,28,21,0,0,0,,,Sweet
Bibcoon Pompoms,4,Earrings,,3,95,33,200,35,25,0,0,0,,,Sweet
Bibcoon Pompoms,4,Earrings,,4,0,40,242,42,30,0,0,0,,,Sweet
Bibcoon Pompoms,4,Earrings,,5,138,47,289,50,36,0,0,0,,,Sweet
Emergency Response,4,Earrings,,0,9,45,10,10,90,0,0,0,,,Cool
Emergency Response,4,Earrings,,1,0,57,13,13,113,0,0,0,,,Cool
Emergency Response,4,Earrings,,2,14,70,16,16,140,0,0,0,,,Cool
Emergency Response,4,Earrings,,3,18,86,19,19,171,0,0,0,,,Cool
Emergency Response,4,Earrings,,4,21,104,23,23,207,0,0,0,,,Cool
Emergency Response,4,Earrings,,5,25,124,28,28,248,0,0,0,,,Cool
Tiny Bites,4,Earrings,,0,0,10,43,0,88,0,0,0,,,Cool
Tiny Bites,4,Earrings,,1,15,13,54,14,110,0,0,0,,,Cool
Tiny Bites,4,Earrings,,2,19,16,67,18,137,0,0,0,,,Cool
Tiny Bites,4,Earrings,,3,23,19,82,21,168,0,0,0,,,Cool
Tiny Bites,4,Earrings,,4,28,23,99,26,203,0,0,0,,,Cool
Tiny Bites,4,Earrings,,5,33,28,19,31,242,0,0,0,,,Cool
Resurrected Shine,4,Earrings,,0,87,44,9,9,16,0,0,0,,,Elegant
Resurrected Shine,4,Earrings,,1,109,55,0,12,20,0,0,0,,,Elegant
Resurrected Shine,4,Earrings,,2,135,69,14,14,25,0,0,0,,,Elegant
Resurrected Shine,4,Earrings,,3,166,84,18,18,31,0,0,0,,,Elegant
Resurrected Shine,4,Earrings,,4,201,102,21,21,37,0,0,0,,,Elegant
Resurrected Shine,4,Earrings,,5,240,121,25,25,44,0,0,0,,,Elegant
Through the Mist,3,Face Decoration,,0,40,10,9,10,82,0,0,0,,,Cool
Through the Mist,3,Face Decoration,,1,50,13,0,13,103,0,0,0,,,Cool
Through the Mist,3,Face Decoration,,2,62,16,14,16,128,0,0,0,,,Cool
Through the Mist,3,Face Decoration,,3,76,19,18,19,156,0,0,0,,,Cool
Through the Mist,3,Face Decoration,,4,92,23,21,23,189,0,0,0,,,Cool
Through the Mist,3,Face Decoration,,5,110,28,25,28,226,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,0,0,37,10,14,78,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,1,14,47,13,18,98,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,2,18,58,16,22,121,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,3,21,71,19,27,149,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,4,26,86,23,33,180,0,0,0,,,Cool
Trusted Protection,3,Face Decoration,,5,31,102,28,39,215,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,0,18,19,0,48,101,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,1,23,24,22,60,127,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,2,28,30,27,75,157,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,3,35,37,33,92,192,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,4,42,44,40,0,233,0,0,0,,,Cool
Glimpse of Sunset,4,Face Decoration,,5,50,53,47,132,278,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,0,9,46,8,12,90,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,1,0,58,10,15,113,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,2,14,72,13,19,140,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,3,18,88,16,23,171,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,4,21,106,19,28,207,0,0,0,,,Cool
Risk Prevention,4,Face Decoration,,5,25,127,22,33,248,0,0,0,,,Cool
Delicate Leaves,3,Gloves,,0,0,77,10,14,38,0,0,0,,,Fresh
Delicate Leaves,3,Gloves,,1,14,0,13,18,48,0,0,0,,,Cool
Delicate Leaves,3,Gloves,,2,18,120,16,22,59,0,0,0,,,Fresh
Delicate Leaves,3,Gloves,,3,21,147,19,27,73,0,0,0,,,Fresh
Delicate Leaves,3,Gloves,,4,26,178,23,33,88,0,0,0,,,Fresh
Delicate Leaves,3,Gloves,,5,31,212,28,39,105,0,0,0,,,Fresh
Sincere Greetings,3,Gloves,,0,39,0,0,77,12,0,0,0,,,Sexy
Sincere Greetings,3,Gloves,,1,49,14,14,0,15,0,0,0,,,Elegant
Sincere Greetings,3,Gloves,,2,61,18,18,120,19,0,0,0,,,Sexy
Sincere Greetings,3,Gloves,,3,75,21,21,147,23,0,0,0,,,Sexy
Sincere Greetings,3,Gloves,,4,90,26,26,178,28,0,0,0,,,Sexy
Sincere Greetings,3,Gloves,,5,108,31,31,212,33,0,0,0,,,Sexy
Fingerless Gloves,4,Gloves,,0,16,50,0,15,104,0,0,0,,,Cool
Fingerless Gloves,4,Gloves,,1,20,63,22,19,130,0,0,0,,,Cool
Fingerless Gloves,4,Gloves,,2,25,78,27,24,162,0,0,0,,,Cool
Fingerless Gloves,4,Gloves,,3,31,95,33,29,198,0,0,0,,,Cool
Fingerless Gloves,4,Gloves,,4,37,0,40,35,240,0,0,0,,,Cool
Fingerless Gloves,4,Gloves,,5,44,138,47,42,286,0,0,0,,,Cool
Feathered Gleam,5,Gloves,,0,128,21,21,61,24,0,0,0,,,Elegant
Feathered Gleam,5,Gloves,,1,160,27,27,77,30,0,0,0,,,Elegant
Feathered Gleam,5,Gloves,,2,199,33,33,95,38,0,0,0,,,Elegant
Feathered Gleam,5,Gloves,,3,244,40,40,116,46,0,0,0,,,Elegant
Feathered Gleam,5,Gloves,,4,295,49,49,141,56,0,0,0,,,Elegant
Feathered Gleam,5,Gloves,,5,352,58,58,168,66,0,0,0,,,Elegant
Delicate Wings,5,Gloves,,0,66,22,18,132,7,0,0,0,,,Sexy
Delicate Wings,5,Gloves,,1,83,28,23,165,22,0,0,0,,,Sexy
Delicate Wings,5,Gloves,,2,103,35,28,205,27,0,0,0,,,Sexy
Delicate Wings,5,Gloves,,3,126,42,35,251,33,0,0,0,,,Sexy
Delicate Wings,5,Gloves,,4,152,51,42,304,40,0,0,0,,,Sexy
Delicate Wings,5,Gloves,,5,182,61,50,363,47,0,0,0,,,Sexy
Thorough Investigation,3,Gloves,,0,10,40,0,8,81,0,0,0,,,Cool
Thorough Investigation,3,Gloves,,1,13,50,14,10,102,0,0,0,,,Cool
Thorough Investigation,3,Gloves,,2,16,62,18,13,126,0,0,0,,,Cool
Thorough Investigation,3,Gloves,,3,19,76,21,16,154,0,0,0,,,Cool
Thorough Investigation,3,Gloves,,4,23,92,26,19,187,0,0,0,,,Cool
Thorough Investigation,3,Gloves,,5,28,110,31,22,223,0,0,0,,,Cool
Twin Moons,4,Gloves,,0,15,19,12,53,104,0,0,0,,,Cool
Twin Moons,4,Gloves,,1,19,24,15,67,130,0,0,0,,,Cool
Twin Moons,4,Gloves,,2,24,30,19,83,162,0,0,0,,,Cool
Twin Moons,4,Gloves,,3,29,37,23,101,198,0,0,0,,,Cool
Twin Moons,4,Gloves,,4,35,44,28,122,240,0,0,0,,,Cool
Twin Moons,4,Gloves,,5,42,53,33,146,286,0,0,0,,,Cool
Midnight Nocturne,4,Gloves,,0,46,0,90,10,9,0,0,0,,,Sweet
Midnight Nocturne,4,Gloves,,1,58,14,113,13,12,0,0,0,,,Sweet
Midnight Nocturne,4,Gloves,,2,72,18,140,16,14,0,0,0,,,Sweet
Midnight Nocturne,4,Gloves,,3,88,21,171,19,18,0,0,0,,,Sweet
Midnight Nocturne,4,Gloves,,4,106,26,207,23,21,0,0,0,,,Sweet
Midnight Nocturne,4,Gloves,,5,127,31,248,28,25,0,0,0,,,Sweet
Lingering Memory,4,Gloves,,0,44,87,9,16,10,0,0,0,,,Fresh
Lingering Memory,4,Gloves,,1,55,109,0,20,13,0,0,0,,,Fresh
Lingering Memory,4,Gloves,,2,69,135,14,25,16,0,0,0,,,Fresh
Lingering Memory,4,Gloves,,3,84,166,18,31,19,0,0,0,,,Fresh
Lingering Memory,4,Gloves,,4,102,201,21,37,23,0,0,0,,,Fresh
Lingering Memory,4,Gloves,,5,121,240,25,44,28,0,0,0,,,Fresh
Deep Sea Adventure,4,Gloves,,0,0,51,15,13,107,0,0,0,,,Cool
Deep Sea Adventure,4,Gloves,,1,22,64,19,0,134,0,0,0,,,Cool
Deep Sea Adventure,4,Gloves,,2,27,80,24,21,166,0,0,0,,,Cool
Deep Sea Adventure,4,Gloves,,3,33,0,29,25,204,0,0,0,,,Cool
Deep Sea Adventure,4,Gloves,,4,40,118,35,30,247,0,0,0,,,Cool
Deep Sea Adventure,4,Gloves,,5,47,141,42,36,295,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,0,13,45,10,10,86,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,1,0,57,13,13,108,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,2,21,70,16,16,134,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,3,25,86,19,19,164,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,4,30,104,23,23,198,0,0,0,,,Cool
Precise Maneuver,4,Gloves,,5,36,124,28,28,237,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,0,0,10,46,9,88,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,1,15,13,58,12,110,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,2,19,16,72,14,137,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,3,23,19,88,18,168,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,4,28,23,106,21,203,0,0,0,,,Cool
Splashy Gloves,4,Gloves,,5,33,28,127,25,242,0,0,0,,,Cool
Cool Touch,4,Gloves,,0,43,9,84,13,16,0,0,0,,,Sweet
Cool Touch,4,Gloves,,1,54,0,105,0,20,0,0,0,,,Sweet
Cool Touch,4,Gloves,,2,67,14,131,21,25,0,0,0,,,Sweet
Cool Touch,4,Gloves,,3,82,18,160,25,31,0,0,0,,,Sweet
Cool Touch,4,Gloves,,4,99,21,194,30,37,0,0,0,,,Sweet
Cool Touch,4,Gloves,,5,19,25,231,36,44,0,0,0,,,Sweet
Monsoon Messenger,4,Gloves,,0,81,39,15,15,14,0,0,0,,,Elegant
Monsoon Messenger,4,Gloves,,1,102,49,19,19,18,0,0,0,,,Elegant
Monsoon Messenger,4,Gloves,,2,126,61,24,24,22,0,0,0,,,Elegant
Monsoon Messenger,4,Gloves,,3,154,75,29,29,27,0,0,0,,,Elegant
Monsoon Messenger,4,Gloves,,4,187,90,35,35,33,0,0,0,,,Elegant
Monsoon Messenger,4,Gloves,,5,223,108,42,42,39,0,0,0,,,Elegant
Sunrise Runner,3,Hair,,0,28,54,312,46,159,0,0,0,,,Sweet
Sunrise Runner,3,Hair,,1,35,68,390,58,199,0,0,0,,,Sweet
Sunrise Runner,3,Hair,,2,44,84,484,72,247,0,0,0,,,Sweet
Sunrise Runner,3,Hair,,3,54,103,593,88,303,0,0,0,,,Sweet
Sunrise Runner,3,Hair,,4,65,125,718,106,366,0,0,0,,,Sweet
Sunrise Runner,3,Hair,,5,77,149,858,127,438,0,0,0,,,Sweet
Playful Spades,3,Hair,,0,322,32,56,30,160,0,0,0,,,Elegant
Playful Spades,3,Hair,,1,403,40,70,38,200,0,0,0,,,Elegant
Playful Spades,3,Hair,,2,500,50,87,47,248,0,0,0,,,Elegant
Playful Spades,3,Hair,,3,612,61,107,57,304,0,0,0,,,Elegant
Playful Spades,3,Hair,,4,0,74,129,69,368,0,0,0,,,Cool
Playful Spades,3,Hair,,5,886,88,154,83,440,0,0,0,,,Elegant
Inky Braid,3,Hair,,0,58,360,67,50,66,0,0,0,,,Fresh
Inky Braid,3,Hair,,1,73,450,84,63,83,0,0,0,,,Fresh
Inky Braid,3,Hair,,2,90,558,104,78,103,0,0,0,,,Fresh
Inky Braid,3,Hair,,3,0,684,128,95,126,0,0,0,,,Fresh
Inky Braid,3,Hair,,4,134,828,155,115,152,0,0,0,,,Fresh
Inky Braid,3,Hair,,5,160,990,185,138,182,0,0,0,,,Fresh
Chiming Breeze,3,Hair,,0,70,61,286,95,88,0,0,0,,,Sweet
Chiming Breeze,3,Hair,,1,88,77,358,119,110,0,0,0,,,Sweet
Chiming Breeze,3,Hair,,2,109,95,444,148,137,0,0,0,,,Sweet
Chiming Breeze,3,Hair,,3,133,116,544,181,168,0,0,0,,,Sweet
Chiming Breeze,3,Hair,,4,161,141,658,219,203,0,0,0,,,Sweet
Chiming Breeze,3,Hair,,5,193,168,787,262,242,0,0,0,,,Sweet
Quick Ponytail,3,Hair,,0,52,162,34,41,310,0,0,0,,,Cool
Quick Ponytail,3,Hair,,1,65,203,43,52,388,0,0,0,,,Cool
Quick Ponytail,3,Hair,,2,81,252,53,64,481,0,0,0,,,Cool
Quick Ponytail,3,Hair,,3,99,308,65,78,589,0,0,0,,,Cool
Quick Ponytail,3,Hair,,4,120,373,79,95,713,0,0,0,,,Cool
Quick Ponytail,3,Hair,,5,143,446,94,113,853,0,0,0,,,Cool
Nostalgic Blossom,3,Hair,,0,152,311,53,32,51,0,0,0,,,Fresh
Nostalgic Blossom,3,Hair,,1,190,389,67,40,64,0,0,0,,,Fresh
Nostalgic Blossom,3,Hair,,2,236,483,83,50,80,0,0,0,,,Fresh
Nostalgic Blossom,3,Hair,,3,289,591,101,61,97,0,0,0,,,Fresh
Nostalgic Blossom,3,Hair,,4,350,716,122,74,118,0,0,0,,,Fresh
Nostalgic Blossom,3,Hair,,5,418,856,146,88,141,0,0,0,,,Fresh
Corridor of Time,3,Hair,,0,327,51,157,34,32,0,0,0,,,Elegant
Corridor of Time,3,Hair,,1,409,64,197,43,40,0,0,0,,,Elegant
Corridor of Time,3,Hair,,2,507,80,244,53,50,0,0,0,,,Elegant
Corridor of Time,3,Hair,,3,622,0,299,65,61,0,0,0,,,Elegant
Corridor of Time,3,Hair,,4,753,118,362,79,74,0,0,0,,,Elegant
Corridor of Time,3,Hair,,5,900,141,432,94,88,0,0,0,,,Elegant
Pink Star Wish,3,Hair,,0,46,41,154,305,53,0,0,0,,,Sexy
Pink Star Wish,3,Hair,,1,58,52,193,382,67,0,0,0,,,Sexy
Pink Star Wish,3,Hair,,2,72,64,239,473,83,0,0,0,,,Sexy
Pink Star Wish,3,Hair,,3,88,78,293,580,101,0,0,0,,,Sexy
Pink Star Wish,3,Hair,,4,106,95,355,702,122,0,0,0,,,Sexy
Pink Star Wish,3,Hair,,5,127,113,424,839,146,0,0,0,,,Sexy
Relaxed Workflow,3,Hair,,0,54,45,69,43,389,0,0,0,,,Cool
Relaxed Workflow,3,Hair,,1,68,57,87,54,487,0,0,0,,,Cool
Relaxed Workflow,3,Hair,,2,84,70,107,67,603,0,0,0,,,Cool
Relaxed Workflow,3,Hair,,3,103,86,132,82,740,0,0,0,,,Cool
Relaxed Workflow,3,Hair,,4,125,104,159,99,895,0,0,0,,,Cool
Relaxed Workflow,3,Hair,,5,149,124,190,119,1070,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,0,45,47,42,154,312,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,1,57,59,53,193,390,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,2,70,73,66,239,484,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,3,86,90,80,293,593,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,4,104,109,0,355,718,0,0,0,,,Cool
Dawn's Radiance,3,Hair,,5,124,130,116,424,858,0,0,0,,,Cool
Morning Sunlight,5,Hair,,0,0,49,76,261,83,0,0,0,,,Sexy
Morning Sunlight,5,Hair,,1,689,62,95,327,104,0,0,0,,,Elegant
Morning Sunlight,5,Hair,,2,855,76,118,405,129,0,0,0,,,Elegant
Morning Sunlight,5,Hair,,3,1047,94,145,496,158,0,0,0,,,Elegant
Morning Sunlight,5,Hair,,4,1268,113,175,601,191,0,0,0,,,Elegant
Morning Sunlight,5,Hair,,5,1516,135,209,718,229,0,0,0,,,Elegant
Blooming Pact,5,Hair,,0,273,521,77,86,65,0,0,0,,,Fresh
Blooming Pact,5,Hair,,1,342,652,0,108,82,0,0,0,,,Fresh
Blooming Pact,5,Hair,,2,424,808,120,134,101,0,0,0,,,Fresh
Blooming Pact,5,Hair,,3,519,990,147,164,124,0,0,0,,,Fresh
Blooming Pact,5,Hair,,4,628,1199,178,198,150,0,0,0,,,Fresh
Blooming Pact,5,Hair,,5,751,1433,212,237,179,0,0,0,,,Fresh
Fluttermist Isle,5,Hair,,0,256,86,86,524,68,0,0,0,,,Sexy
Fluttermist Isle,5,Hair,,1,320,108,108,655,0,0,0,0,,,Sexy
Fluttermist Isle,5,Hair,,2,397,134,134,813,106,0,0,0,,,Sexy
Fluttermist Isle,5,Hair,,3,487,164,164,996,130,0,0,0,,,Sexy
Fluttermist Isle,5,Hair,,4,589,198,198,1206,157,0,0,0,,,Sexy
Fluttermist Isle,5,Hair,,5,704,237,237,1441,187,0,0,0,,,Sexy
Vibrant Spirit,2,Hair,,0,34,162,57,44,304,0,0,0,,,Cool
Vibrant Spirit,2,Hair,,1,43,203,72,55,380,0,0,0,,,Cool
Vibrant Spirit,2,Hair,,2,53,252,89,69,472,0,0,0,,,Cool
Vibrant Spirit,2,Hair,,3,65,308,109,84,578,0,0,0,,,Cool
Vibrant Spirit,2,Hair,,4,79,373,132,102,700,0,0,0,,,Cool
Vibrant Spirit,2,Hair,,5,94,446,157,121,836,0,0,0,,,Cool
Mature Short Hair,4,Hair,,0,39,73,215,427,55,0,0,0,,,Sexy
Mature Short Hair,4,Hair,,1,49,92,269,534,69,0,0,0,,,Sexy
Mature Short Hair,4,Hair,,2,61,4,334,662,86,0,0,0,,,Sexy
Mature Short Hair,4,Hair,,3,75,139,409,812,105,0,0,0,,,Sexy
Mature Short Hair,4,Hair,,4,90,168,495,983,127,0,0,0,,,Sexy
Mature Short Hair,4,Hair,,5,108,201,592,1175,152,0,0,0,,,Sexy
Misty Clouds,3,Hair,,0,313,34,156,45,53,0,0,0,,,Elegant
Misty Clouds,3,Hair,,1,392,43,195,57,67,0,0,0,,,Elegant
Misty Clouds,3,Hair,,2,486,53,242,70,83,0,0,0,,,Elegant
Misty Clouds,3,Hair,,3,595,65,297,86,101,0,0,0,,,Elegant
Misty Clouds,3,Hair,,4,720,79,359,104,122,0,0,0,,,Elegant
Misty Clouds,3,Hair,,5,861,94,429,124,146,0,0,0,,,Elegant
Peachy Puffs,3,Hair,,0,46,163,310,29,52,0,0,0,,,Sweet
Peachy Puffs,3,Hair,,1,58,204,388,37,65,0,0,0,,,Sweet
Peachy Puffs,3,Hair,,2,72,253,481,45,81,0,0,0,,,Sweet
Peachy Puffs,3,Hair,,3,88,310,589,56,99,0,0,0,,,Sweet
Peachy Puffs,3,Hair,,4,106,375,713,67,120,0,0,0,,,Sweet
Peachy Puffs,3,Hair,,5,127,449,853,80,143,0,0,0,,,Sweet
Mini Fishball,3,Hair,,0,37,322,44,30,168,0,0,0,,,Fresh
Mini Fishball,3,Hair,,1,47,403,55,38,210,0,0,0,,,Fresh
Mini Fishball,3,Hair,,2,58,500,69,47,261,0,0,0,,,Fresh
Mini Fishball,3,Hair,,3,71,612,84,57,320,0,0,0,,,Fresh
Mini Fishball,3,Hair,,4,86,0,102,69,387,0,0,0,,,Cool
Mini Fishball,3,Hair,,5,102,886,121,83,462,0,0,0,,,Fresh
An Easy Start,3,Hair,,0,50,48,62,60,380,0,0,0,,,Cool
An Easy Start,3,Hair,,1,63,60,78,75,475,0,0,0,,,Cool
An Easy Start,3,Hair,,2,78,75,0,93,589,0,0,0,,,Cool
An Easy Start,3,Hair,,3,95,92,118,4,722,0,0,0,,,Cool
An Easy Start,3,Hair,,4,0,0,143,138,874,0,0,0,,,Cool
An Easy Start,3,Hair,,5,138,132,171,165,1045,0,0,0,,,Cool
Sunset Dance,2,Hair,,0,30,23,27,236,44,0,0,0,,,Sexy
Sunset Dance,2,Hair,,1,38,29,34,295,55,0,0,0,,,Sexy
Sunset Dance,2,Hair,,2,47,36,42,366,69,0,0,0,,,Sexy
Sunset Dance,2,Hair,,3,57,44,52,449,84,0,0,0,,,Sexy
Sunset Dance,2,Hair,,4,69,53,63,543,102,0,0,0,,,Sexy
Sunset Dance,2,Hair,,5,83,64,75,649,121,0,0,0,,,Sexy
Silverplume,2,Hair,,0,20,194,20,28,98,0,0,0,,,Fresh
Silverplume,2,Hair,,1,25,243,25,35,123,0,0,0,,,Fresh
Silverplume,2,Hair,,2,31,301,31,44,152,0,0,0,,,Fresh
Silverplume,2,Hair,,3,38,369,38,54,187,0,0,0,,,Fresh
Silverplume,2,Hair,,4,46,447,46,65,226,0,0,0,,,Fresh
Silverplume,2,Hair,,5,55,534,55,77,270,0,0,0,,,Fresh
Autumn's Melody,3,Hair,,0,53,45,399,40,64,0,0,0,,,Sweet
Autumn's Melody,3,Hair,,1,67,57,499,50,80,0,0,0,,,Sweet
Autumn's Melody,3,Hair,,2,83,70,619,62,100,0,0,0,,,Sweet
Autumn's Melody,3,Hair,,3,101,86,759,76,122,0,0,0,,,Sweet
Autumn's Melody,3,Hair,,4,122,104,918,92,148,0,0,0,,,Sweet
Autumn's Melody,3,Hair,,5,146,124,1098,110,176,0,0,0,,,Sweet
Ten-Second Bun,2,Hair,,0,31,24,192,20,93,0,0,0,,,Sweet
