Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Plaid Impression,3,Shoes,,4,380,37,189,42,44,2650,36,150,Elegant
Plaid Impression,3,Shoes,,5,454,44,226,50,53,3870,52,222,Elegant
Summer Branches,3,Shoes,,0,180,29,30,31,30,0,0,0,Elegant
Summer Branches,3,Shoes,,1,225,37,38,39,38,270,4,15,Elegant
Summer Branches,3,Shoes,,2,279,45,47,49,47,810,11,45,Elegant
Summer Branches,3,Shoes,,3,342,56,57,59,57,1620,22,90,Elegant
Summer Branches,3,Shoes,,4,414,67,69,72,69,2650,36,150,Elegant
Summer Branches,3,Shoes,,5,495,80,83,86,83,3870,52,222,Elegant
Skybound Heels,2,Shoes,,0,50,93,10,0,16,0,0,0,Fresh
Skybound Heels,2,Shoes,,1,63,0,13,14,20,160,2,9,Elegant
Skybound Heels,2,Shoes,,2,78,145,16,18,25,480,6,27,Fresh
Skybound Heels,2,Shoes,,3,95,0,19,21,31,970,12,54,Elegant
Skybound Heels,2,Shoes,,4,0,214,23,26,37,1590,20,90,Fresh
Skybound Heels,2,Shoes,,5,138,256,28,31,44,2320,30,133,Fresh
Comfortable Flats,2,Shoes,,0,96,46,15,0,12,0,0,0,Elegant
Comfortable Flats,2,Shoes,,1,120,58,19,14,15,160,2,9,Elegant
Comfortable Flats,2,Shoes,,2,149,72,24,18,19,480,6,27,Elegant
Comfortable Flats,2,Shoes,,3,183,88,29,21,23,970,12,54,Elegant
Comfortable Flats,2,Shoes,,4,221,106,35,26,28,1590,20,90,Elegant
Comfortable Flats,2,Shoes,,5,264,127,42,31,33,2320,30,133,Elegant
Daily Exercise,2,Shoes,,0,16,95,0,12,47,0,0,0,Fresh
Daily Exercise,2,Shoes,,1,20,19,14,15,59,160,2,9,Cool
Daily Exercise,2,Shoes,,2,25,148,18,19,73,480,6,27,Fresh
Daily Exercise,2,Shoes,,3,31,181,21,23,90,970,12,54,Fresh
Daily Exercise,2,Shoes,,4,37,219,26,28,109,1590,20,90,Fresh
Daily Exercise,2,Shoes,,5,44,262,31,33,130,2320,30,133,Fresh
Zappy Sweetheart,2,Shoes,,0,13,0,50,0,94,0,0,0,Cool
Zappy Sweetheart,2,Shoes,,1,0,15,63,14,118,160,2,9,Cool
Zappy Sweetheart,2,Shoes,,2,21,19,78,18,146,480,6,27,Cool
Zappy Sweetheart,2,Shoes,,3,25,23,95,21,179,970,12,54,Cool
Zappy Sweetheart,2,Shoes,,4,30,28,0,26,217,1590,20,90,Cool
Zappy Sweetheart,2,Shoes,,5,36,33,138,31,259,2320,30,133,Cool
Floral Stroll,3,Shoes,,0,83,166,0,0,7,0,0,0,Fresh
Floral Stroll,3,Shoes,,1,104,208,22,22,22,270,4,15,Fresh
Floral Stroll,3,Shoes,,2,129,258,27,27,27,810,11,45,Fresh
Floral Stroll,3,Shoes,,3,158,316,33,33,33,1620,22,90,Fresh
Floral Stroll,3,Shoes,,4,191,382,40,40,40,2650,36,150,Fresh
Floral Stroll,3,Shoes,,5,229,457,47,47,47,3870,52,222,Fresh
One More Minute,3,Shoes,,0,0,77,161,18,27,0,0,0,Sweet
One More Minute,3,Shoes,,1,22,0,202,23,34,270,4,15,Sweet
One More Minute,3,Shoes,,2,27,120,250,28,42,810,11,45,Sweet
One More Minute,3,Shoes,,3,33,147,306,35,52,1620,22,90,Sweet
One More Minute,3,Shoes,,4,40,178,371,42,63,2650,36,150,Sweet
One More Minute,3,Shoes,,5,47,212,443,50,75,3870,52,222,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,0,82,27,174,24,23,0,0,0,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,1,103,34,218,30,29,810,11,30,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,2,128,42,270,38,36,2430,33,90,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,3,156,52,331,46,44,4860,65,180,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,4,189,63,401,56,53,7940,106,300,Sweet
Lightseeking Concerto,4,Shoes,Symphony of Strings,5,226,75,479,66,64,11590,155,445,Sweet
Blooming Cycles,4,Shoes,,0,85,173,26,23,23,0,0,0,Fresh
Blooming Cycles,4,Shoes,,1,107,217,33,29,29,810,11,30,Fresh
Blooming Cycles,4,Shoes,,2,132,269,41,36,36,2430,33,90,Fresh
Blooming Cycles,4,Shoes,,3,162,329,50,44,44,4860,65,180,Fresh
Blooming Cycles,4,Shoes,,4,196,398,60,53,53,7940,106,300,Fresh
Blooming Cycles,4,Shoes,,5,234,476,72,64,64,11590,155,445,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,0,28,204,102,36,35,0,0,0,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,1,35,255,128,45,44,810,11,30,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,2,44,317,159,56,55,2430,33,90,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,3,54,388,194,69,67,4860,65,180,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,4,65,470,235,83,81,7940,106,300,Fresh
Homeland's Nostalgia,4,Shoes,Hometown Breeze,5,77,561,281,99,0,11590,155,445,Fresh
Bright Tomorrow,4,Shoes,Rebirth Wish,0,103,35,204,35,28,0,0,0,Sweet
Bright Tomorrow,4,Shoes,Rebirth Wish,1,129,44,255,44,35,810,11,30,Sweet
Bright Tomorrow,4,Shoes,Rebirth Wish,2,160,55,317,55,44,2430,33,90,Sweet
Bright Tomorrow,4,Shoes,Rebirth Wish,3,196,67,388,67,54,4860,65,180,Sweet
Bright Tomorrow,4,Shoes,Rebirth Wish,4,237,81,470,81,65,7940,106,300,Sweet
Bright Tomorrow,4,Shoes,Rebirth Wish,5,284,0,561,0,77,11590,155,445,Sweet
Trace of the Pen,4,Shoes,Flowing Colors,0,23,206,102,35,38,0,0,0,Fresh
Trace of the Pen,4,Shoes,Flowing Colors,1,29,258,128,44,48,810,11,30,Fresh
Trace of the Pen,4,Shoes,Flowing Colors,2,36,320,159,55,59,2430,33,90,Fresh
Trace of the Pen,4,Shoes,Flowing Colors,3,44,392,194,67,73,4860,65,180,Fresh
Trace of the Pen,4,Shoes,Flowing Colors,4,53,474,235,81,88,7940,106,300,Fresh
Trace of the Pen,4,Shoes,Flowing Colors,5,64,567,281,0,105,11590,155,445,Fresh
Gentle Ripples,4,Shoes,Tidal Shark Mirage,0,21,0,29,26,219,0,0,0,Cool
Gentle Ripples,4,Shoes,Tidal Shark Mirage,1,27,139,37,33,274,810,11,30,Cool
Gentle Ripples,4,Shoes,Tidal Shark Mirage,2,33,173,45,41,340,2430,33,90,Cool
Gentle Ripples,4,Shoes,Tidal Shark Mirage,3,40,211,56,50,417,4860,65,180,Cool
Gentle Ripples,4,Shoes,Tidal Shark Mirage,4,49,256,67,60,504,7940,106,300,Cool
Gentle Ripples,4,Shoes,Tidal Shark Mirage,5,58,306,80,72,603,11590,155,445,Cool
Unending Dance,4,Shoes,Sweet Jazz Nights,0,108,25,210,23,39,0,0,0,Sweet
Unending Dance,4,Shoes,Sweet Jazz Nights,1,135,32,263,29,49,810,11,30,Sweet
Unending Dance,4,Shoes,Sweet Jazz Nights,2,168,39,326,36,61,2430,33,90,Sweet
Unending Dance,4,Shoes,Sweet Jazz Nights,3,206,48,399,44,75,4860,65,180,Sweet
Unending Dance,4,Shoes,Sweet Jazz Nights,4,249,58,483,53,90,7940,106,300,Sweet
Unending Dance,4,Shoes,Sweet Jazz Nights,5,297,69,578,64,108,11590,155,445,Sweet
Insulated Marks,4,Shoes,Fully Charged,0,26,84,0,28,174,0,0,0,Cool
Insulated Marks,4,Shoes,Fully Charged,1,33,105,22,35,218,810,11,30,Cool
Insulated Marks,4,Shoes,Fully Charged,2,41,131,27,44,270,2430,33,90,Cool
Insulated Marks,4,Shoes,Fully Charged,3,50,160,33,54,331,4860,65,180,Cool
Insulated Marks,4,Shoes,Fully Charged,4,60,194,40,65,401,7940,106,300,Cool
Insulated Marks,4,Shoes,Fully Charged,5,72,231,47,77,479,11590,155,445,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,0,28,20,85,25,173,0,0,0,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,1,35,25,107,32,217,810,11,30,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,2,44,31,132,39,269,2430,33,90,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,3,54,38,162,48,329,4860,65,180,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,4,65,46,196,58,398,7940,106,300,Cool
Dripping Droplets,4,Shoes,Rippling Serenity,5,77,55,234,69,476,11590,155,445,Cool
Springtime Steps,4,Shoes,Afternoon Shine,0,25,20,172,30,84,0,0,0,Sweet
Springtime Steps,4,Shoes,Afternoon Shine,1,32,25,215,38,105,810,11,30,Sweet
Springtime Steps,4,Shoes,Afternoon Shine,2,39,31,267,47,131,2430,33,90,Sweet
Springtime Steps,4,Shoes,Afternoon Shine,3,48,38,327,57,160,4860,65,180,Sweet
Springtime Steps,4,Shoes,Afternoon Shine,4,58,46,396,69,194,7940,106,300,Sweet
Springtime Steps,4,Shoes,Afternoon Shine,5,69,55,473,83,231,11590,155,445,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,0,93,24,179,0,7,0,0,0,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,1,0,30,224,22,22,810,11,30,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,2,145,38,278,27,27,2430,33,90,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,3,0,46,341,33,33,4860,65,180,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,4,214,56,412,40,40,7940,106,300,Sweet
Droplet Ballet,4,Shoes,Bye-Bye Dust,5,256,66,493,47,47,11590,155,445,Sweet
Airborne Steps,4,Shoes,Wind of Purity,0,167,89,31,24,19,0,0,0,Elegant
Airborne Steps,4,Shoes,Wind of Purity,1,209,0,39,30,24,810,11,30,Elegant
Airborne Steps,4,Shoes,Wind of Purity,2,259,138,49,38,30,2430,33,90,Elegant
Airborne Steps,4,Shoes,Wind of Purity,3,318,170,59,46,37,4860,65,180,Elegant
Airborne Steps,4,Shoes,Wind of Purity,4,385,205,72,56,44,7940,106,300,Elegant
Airborne Steps,4,Shoes,Wind of Purity,5,460,245,86,66,53,11590,155,445,Elegant
Graceful Takeoff,4,Shoes,Bubbly Voyage,0,25,87,181,21,7,0,0,0,Sweet
Graceful Takeoff,4,Shoes,Bubbly Voyage,1,32,109,227,27,22,810,11,30,Sweet
Graceful Takeoff,4,Shoes,Bubbly Voyage,2,39,135,281,33,27,2430,33,90,Sweet
Graceful Takeoff,4,Shoes,Bubbly Voyage,3,48,166,344,40,33,4860,65,180,Sweet
Graceful Takeoff,4,Shoes,Bubbly Voyage,4,58,201,417,49,40,7940,106,300,Sweet
Graceful Takeoff,4,Shoes,Bubbly Voyage,5,69,240,498,58,47,11590,155,445,Sweet
Bejeweled Sandals,2,Shoes,,0,0,9,48,15,10,0,0,0,Sweet
Bejeweled Sandals,2,Shoes,,1,122,0,60,19,13,160,2,9,Elegant
Bejeweled Sandals,2,Shoes,,2,151,14,75,24,16,480,6,27,Elegant
Bejeweled Sandals,2,Shoes,,3,185,18,92,29,19,970,12,54,Elegant
Bejeweled Sandals,2,Shoes,,4,224,21,0,35,23,1590,20,90,Elegant
Bejeweled Sandals,2,Shoes,,5,267,25,132,42,28,2320,30,133,Elegant
Zestful Kicks,3,Shoes,,0,19,80,160,21,20,0,0,0,Sweet
Zestful Kicks,3,Shoes,,1,24,100,200,27,25,270,4,15,Sweet
Zestful Kicks,3,Shoes,,2,30,124,248,33,31,810,11,45,Sweet
Zestful Kicks,3,Shoes,,3,37,152,304,40,38,1620,22,90,Sweet
Zestful Kicks,3,Shoes,,4,44,184,368,49,46,2650,36,150,Sweet
Zestful Kicks,3,Shoes,,5,53,220,440,58,55,3870,52,222,Sweet
Floral Squash House,3,Socks,,0,23,126,16,12,22,0,0,0,Fresh
Floral Squash House,3,Socks,,1,29,158,20,15,28,180,2,6,Fresh
Floral Squash House,3,Socks,,2,36,196,25,19,35,540,7,18,Fresh
Floral Squash House,3,Socks,,3,44,240,31,23,42,1080,14,36,Fresh
Floral Squash House,3,Socks,,4,53,290,37,28,51,1760,23,60,Fresh
Floral Squash House,3,Socks,,5,64,347,44,33,61,2570,34,88,Fresh
Fun Stripes,3,Socks,,0,0,48,18,18,99,0,0,0,Cool
Fun Stripes,3,Socks,,1,22,60,23,23,124,180,2,6,Cool
Fun Stripes,3,Socks,,2,27,75,28,28,154,540,7,18,Cool
Fun Stripes,3,Socks,,3,33,92,35,35,189,1080,14,36,Cool
Fun Stripes,3,Socks,,4,40,0,42,42,228,1760,23,60,Cool
Fun Stripes,3,Socks,,5,47,132,50,50,273,2570,34,88,Cool
White Whirlwind,3,Socks,,0,16,51,0,14,108,0,0,0,Cool
White Whirlwind,3,Socks,,1,20,64,14,18,135,180,2,6,Cool
White Whirlwind,3,Socks,,2,25,80,18,22,168,540,7,18,Cool
White Whirlwind,3,Socks,,3,31,0,21,27,206,1080,14,36,Cool
White Whirlwind,3,Socks,,4,37,118,26,33,249,1760,23,60,Cool
White Whirlwind,3,Socks,,5,44,141,31,39,297,2570,34,88,Cool
Low-Key Trail,3,Socks,,0,0,13,16,54,105,0,0,0,Cool
Low-Key Trail,3,Socks,,1,14,0,20,68,132,180,2,6,Cool
Low-Key Trail,3,Socks,,2,18,21,25,84,163,540,7,18,Cool
Low-Key Trail,3,Socks,,3,21,25,31,103,200,1080,14,36,Cool
Low-Key Trail,3,Socks,,4,26,30,37,125,242,1760,23,60,Cool
Low-Key Trail,3,Socks,,5,31,36,44,149,289,2570,34,88,Cool
Enchanting Crimson,3,Socks,,0,0,18,50,106,14,0,0,0,Sexy
Enchanting Crimson,3,Socks,,1,14,23,63,133,18,180,2,6,Sexy
Enchanting Crimson,3,Socks,,2,18,28,78,165,22,540,7,18,Sexy
Enchanting Crimson,3,Socks,,3,21,35,95,202,27,1080,14,36,Sexy
Enchanting Crimson,3,Socks,,4,26,42,0,244,33,1760,23,60,Sexy
Enchanting Crimson,3,Socks,,5,31,50,138,292,39,2570,34,88,Sexy
White Floral Net,3,Socks,,0,18,105,12,52,13,0,0,0,Fresh
White Floral Net,3,Socks,,1,23,132,15,65,0,180,2,6,Fresh
White Floral Net,3,Socks,,2,28,163,19,81,21,540,7,18,Fresh
White Floral Net,3,Socks,,3,35,200,23,99,25,1080,14,36,Fresh
White Floral Net,3,Socks,,4,42,242,28,120,30,1760,23,60,Fresh
White Floral Net,3,Socks,,5,50,289,33,143,36,2570,34,88,Fresh
Melted Cream,3,Socks,,0,0,0,108,14,55,0,0,0,Sweet
Melted Cream,3,Socks,,1,15,14,135,18,69,180,2,6,Sweet
Melted Cream,3,Socks,,2,19,18,168,22,86,540,7,18,Sweet
Melted Cream,3,Socks,,3,23,21,206,27,105,1080,14,36,Sweet
Melted Cream,3,Socks,,4,28,26,249,33,127,1760,23,60,Sweet
Melted Cream,3,Socks,,5,33,31,297,39,152,2570,34,88,Sweet
Lavender Stripes,3,Socks,,0,19,15,53,103,10,0,0,0,Sexy
Lavender Stripes,3,Socks,,1,24,19,67,129,13,180,2,6,Sexy
Lavender Stripes,3,Socks,,2,30,24,83,160,16,540,7,18,Sexy
Lavender Stripes,3,Socks,,3,37,29,101,196,19,1080,14,36,Sexy
Lavender Stripes,3,Socks,,4,44,35,122,237,23,1760,23,60,Sexy
Lavender Stripes,3,Socks,,5,53,42,146,284,28,2570,34,88,Sexy
Radiant Heat,3,Socks,,0,18,103,14,13,52,0,0,0,Fresh
Radiant Heat,3,Socks,,1,23,129,18,0,65,180,2,6,Fresh
Radiant Heat,3,Socks,,2,28,160,22,21,81,540,7,18,Fresh
Radiant Heat,3,Socks,,3,35,196,27,25,99,1080,14,36,Fresh
Radiant Heat,3,Socks,,4,42,237,33,30,120,1760,23,60,Fresh
Radiant Heat,3,Socks,,5,50,284,39,36,143,2570,34,88,Fresh
Diving Teaser,3,Socks,,0,0,50,0,12,103,0,0,0,Cool
Diving Teaser,3,Socks,,1,22,63,22,15,129,180,2,6,Cool
Diving Teaser,3,Socks,,2,27,78,27,19,160,540,7,18,Cool
Diving Teaser,3,Socks,,3,33,95,33,23,196,1080,14,36,Cool
Diving Teaser,3,Socks,,4,40,0,40,28,237,1760,23,60,Cool
Diving Teaser,3,Socks,,5,47,138,47,33,284,2570,34,88,Cool
Dreamy Blossom,3,Socks,,0,0,104,13,54,7,0,0,0,Fresh
Dreamy Blossom,3,Socks,,1,14,130,0,68,22,180,2,6,Fresh
Dreamy Blossom,3,Socks,,2,18,162,21,84,27,540,7,18,Fresh
Dreamy Blossom,3,Socks,,3,21,198,25,103,33,1080,14,36,Fresh
Dreamy Blossom,3,Socks,,4,26,240,30,125,40,1760,23,60,Fresh
Dreamy Blossom,3,Socks,,5,31,286,36,149,47,2570,34,88,Fresh
Midday Nap,3,Socks,A Beautiful Day,0,104,15,51,16,14,0,0,0,Elegant
Midday Nap,3,Socks,A Beautiful Day,1,130,19,64,20,18,180,2,6,Elegant
Midday Nap,3,Socks,A Beautiful Day,2,162,24,80,25,22,540,7,18,Elegant
Midday Nap,3,Socks,A Beautiful Day,3,198,29,0,31,27,1080,14,36,Elegant
Midday Nap,3,Socks,A Beautiful Day,4,240,35,118,37,33,1760,23,60,Elegant
Midday Nap,3,Socks,A Beautiful Day,5,286,42,141,44,39,2570,34,88,Elegant
Dreamy Starlight,3,Socks,Searching for Dreams,0,0,10,52,109,19,0,0,0,Sexy
Dreamy Starlight,3,Socks,Searching for Dreams,1,14,13,65,137,24,180,2,6,Sexy
Dreamy Starlight,3,Socks,Searching for Dreams,2,18,16,81,169,30,540,7,18,Sexy
Dreamy Starlight,3,Socks,Searching for Dreams,3,21,19,99,208,37,1080,14,36,Sexy
Dreamy Starlight,3,Socks,Searching for Dreams,4,26,23,120,251,44,1760,23,60,Sexy
Dreamy Starlight,3,Socks,Searching for Dreams,5,31,28,143,300,53,2570,34,88,Sexy
Interwoven with Love,5,Socks,Fairytale Swan,0,186,22,22,87,23,0,0,0,Elegant
Interwoven with Love,5,Socks,Fairytale Swan,1,233,28,28,109,29,900,12,19,Elegant
Interwoven with Love,5,Socks,Fairytale Swan,2,289,35,35,135,36,2700,36,57,Elegant
Interwoven with Love,5,Socks,Fairytale Swan,3,354,42,42,166,44,5400,72,114,Elegant
Interwoven with Love,5,Socks,Fairytale Swan,4,428,51,51,201,53,8820,118,190,Elegant
Interwoven with Love,5,Socks,Fairytale Swan,5,512,61,61,240,64,12870,172,282,Elegant
Imminent Bloom,5,Socks,Blossoming Stars,0,90,176,26,25,23,0,0,0,Fresh
Imminent Bloom,5,Socks,Blossoming Stars,1,113,220,33,32,29,900,12,19,Fresh
Imminent Bloom,5,Socks,Blossoming Stars,2,140,273,41,39,36,2700,36,57,Fresh
Imminent Bloom,5,Socks,Blossoming Stars,3,171,335,50,48,44,5400,72,114,Fresh
Imminent Bloom,5,Socks,Blossoming Stars,4,207,405,60,58,53,8820,118,190,Fresh
Imminent Bloom,5,Socks,Blossoming Stars,5,248,484,72,69,64,12870,172,282,Fresh
Windborne Memories,5,Socks,Flutter Storm,0,88,21,18,182,31,0,0,0,Sexy
Windborne Memories,5,Socks,Flutter Storm,1,110,27,23,228,39,900,12,19,Sexy
Windborne Memories,5,Socks,Flutter Storm,2,137,33,28,283,49,2700,36,57,Sexy
Windborne Memories,5,Socks,Flutter Storm,3,168,40,35,346,59,5400,72,114,Sexy
Windborne Memories,5,Socks,Flutter Storm,4,203,49,42,419,72,8820,118,190,Sexy
Windborne Memories,5,Socks,Flutter Storm,5,242,58,50,501,86,12870,172,282,Sexy
Peachfall Page,3,Socks,,0,0,51,104,12,16,0,0,0,Sweet
Peachfall Page,3,Socks,,1,22,64,130,15,20,180,2,6,Sweet
Peachfall Page,3,Socks,,2,27,80,162,19,25,540,7,18,Sweet
Peachfall Page,3,Socks,,3,33,0,198,23,31,1080,14,36,Sweet
Peachfall Page,3,Socks,,4,40,118,240,28,37,1760,23,60,Sweet
Peachfall Page,3,Socks,,5,47,141,286,33,44,2570,34,88,Sweet
Sunflower Long Socks,4,Socks,,0,14,20,144,19,73,0,0,0,Sweet
Sunflower Long Socks,4,Socks,,1,18,25,180,24,92,540,7,12,Sweet
Sunflower Long Socks,4,Socks,,2,22,31,224,30,4,1620,21,36,Sweet
Sunflower Long Socks,4,Socks,,3,27,38,274,37,139,3240,43,72,Sweet
Sunflower Long Socks,4,Socks,,4,33,46,332,44,168,5290,70,120,Sweet
Sunflower Long Socks,4,Socks,,5,39,55,396,53,201,7720,102,177,Sweet
Frosted Sprinkles,3,Socks,,0,9,103,52,20,16,0,0,0,Fresh
Frosted Sprinkles,3,Socks,,1,0,129,65,25,20,180,2,6,Fresh
Frosted Sprinkles,3,Socks,,2,14,160,81,31,25,540,7,18,Fresh
Frosted Sprinkles,3,Socks,,3,18,196,99,38,31,1080,14,36,Fresh
Frosted Sprinkles,3,Socks,,4,21,237,120,46,37,1760,23,60,Fresh
Frosted Sprinkles,3,Socks,,5,25,284,143,55,44,2570,34,88,Fresh
Ultra-Vibrant Stripes,3,Socks,,0,14,18,105,12,51,0,0,0,Sweet
Ultra-Vibrant Stripes,3,Socks,,1,18,23,132,15,64,180,2,6,Sweet
Ultra-Vibrant Stripes,3,Socks,,2,22,28,163,19,80,540,7,18,Sweet
Ultra-Vibrant Stripes,3,Socks,,3,27,35,200,23,0,1080,14,36,Sweet
Ultra-Vibrant Stripes,3,Socks,,4,33,42,242,28,118,1760,23,60,Sweet
Ultra-Vibrant Stripes,3,Socks,,5,39,50,289,33,141,2570,34,88,Sweet
Down-to-Earth,2,Socks,,0,8,77,10,12,12,0,0,0,Fresh
Down-to-Earth,2,Socks,,1,10,0,13,15,15,110,1,3,Sexy
Down-to-Earth,2,Socks,,2,13,120,16,19,19,330,4,10,Fresh
Down-to-Earth,2,Socks,,3,16,147,19,23,23,650,8,20,Fresh
Down-to-Earth,2,Socks,,4,19,178,23,28,28,1060,13,34,Fresh
Down-to-Earth,2,Socks,,5,22,212,28,33,33,1550,19,50,Fresh
Everlasting Lace,2,Socks,,0,32,63,10,9,6,0,0,0,Fresh
Everlasting Lace,2,Socks,,1,40,79,13,12,8,110,1,3,Fresh
Everlasting Lace,2,Socks,,2,50,98,16,14,10,330,4,10,Fresh
Everlasting Lace,2,Socks,,3,61,120,19,18,12,650,8,20,Fresh
Everlasting Lace,2,Socks,,4,74,145,23,21,14,1060,13,34,Fresh
Everlasting Lace,2,Socks,,5,88,174,28,25,7,1550,19,50,Fresh
Fearless Night,2,Socks,,0,0,7,9,31,61,0,0,0,Cool
Fearless Night,2,Socks,,1,15,9,12,39,77,110,1,3,Cool
Fearless Night,2,Socks,,2,19,0,14,49,95,330,4,10,Cool
Fearless Night,2,Socks,,3,23,14,18,59,116,650,8,20,Cool
Fearless Night,2,Socks,,4,28,0,21,72,141,1060,13,34,Cool
Fearless Night,2,Socks,,5,33,20,25,86,168,1550,19,50,Cool
Save the Longstocking,3,Socks,,0,13,15,14,104,54,0,0,0,Sexy
Save the Longstocking,3,Socks,,1,0,19,18,130,68,180,2,6,Sexy
Save the Longstocking,3,Socks,,2,21,24,22,162,84,540,7,18,Sexy
Save the Longstocking,3,Socks,,3,25,29,27,198,103,1080,14,36,Sexy
Save the Longstocking,3,Socks,,4,30,35,33,240,125,1760,23,60,Sexy
Save the Longstocking,3,Socks,,5,36,42,39,286,149,2570,34,88,Sexy
White Tights,2,Socks,,0,30,62,10,7,11,0,0,0,Fresh
White Tights,2,Socks,,1,38,78,13,9,14,110,1,3,Fresh
White Tights,2,Socks,,2,47,0,16,0,18,330,4,10,Elegant
White Tights,2,Socks,,3,57,118,19,14,21,650,8,20,Fresh
White Tights,2,Socks,,4,69,143,23,0,26,1060,13,34,Fresh
White Tights,2,Socks,,5,83,171,28,20,31,1550,19,50,Fresh
Rouge and Verdant,3,Socks,,0,53,18,100,10,19,0,0,0,Sweet
Rouge and Verdant,3,Socks,,1,67,23,125,13,24,180,2,6,Sweet
Rouge and Verdant,3,Socks,,2,83,28,155,16,30,540,7,18,Sweet
Rouge and Verdant,3,Socks,,3,101,35,190,19,37,1080,14,36,Sweet
Rouge and Verdant,3,Socks,,4,122,42,230,23,44,1760,23,60,Sweet
Rouge and Verdant,3,Socks,,5,146,50,275,28,53,2570,34,88,Sweet
Midnight Bloom,3,Socks,,0,19,21,33,96,30,0,0,0,Sexy
Midnight Bloom,3,Socks,,1,24,27,42,120,38,180,2,6,Sexy
Midnight Bloom,3,Socks,,2,30,33,52,149,47,540,7,18,Sexy
Midnight Bloom,3,Socks,,3,37,40,63,183,57,1080,14,36,Sexy
Midnight Bloom,3,Socks,,4,44,49,76,221,69,1760,23,60,Sexy
Midnight Bloom,3,Socks,,5,53,58,91,264,83,2570,34,88,Sexy
Free Spirit,2,Socks,,0,14,13,21,59,14,0,0,0,Sexy
Free Spirit,2,Socks,,1,18,0,27,74,18,110,1,3,Sexy
Free Spirit,2,Socks,,2,22,21,33,92,22,330,4,10,Sexy
Free Spirit,2,Socks,,3,27,25,40,113,27,650,8,20,Sexy
Free Spirit,2,Socks,,4,33,30,49,136,33,1060,13,34,Sexy
Free Spirit,2,Socks,,5,39,36,58,163,39,1550,19,50,Sexy
Monochrome Stripes,2,Socks,,0,7,33,9,7,63,0,0,0,Cool
Monochrome Stripes,2,Socks,,1,9,42,0,9,79,110,1,3,Cool
Monochrome Stripes,2,Socks,,2,0,52,14,0,98,330,4,10,Cool
Monochrome Stripes,2,Socks,,3,14,63,18,14,120,650,8,20,Cool
Monochrome Stripes,2,Socks,,4,0,76,21,0,145,1060,13,34,Cool
Monochrome Stripes,2,Socks,,5,20,91,25,20,174,1550,19,50,Cool
Sweet Dreams,3,Socks,,0,13,54,110,0,12,0,0,0,Sweet
Sweet Dreams,3,Socks,,1,0,68,138,14,15,180,2,6,Sweet
Sweet Dreams,3,Socks,,2,21,84,171,18,19,540,7,18,Sweet
Sweet Dreams,3,Socks,,3,25,103,209,21,23,1080,14,36,Sweet
Sweet Dreams,3,Socks,,4,30,125,253,26,28,1760,23,60,Sweet
Sweet Dreams,3,Socks,,5,36,149,303,31,33,2570,34,88,Sweet
Rhythmic Pulse,4,Socks,Symphony of Strings,0,58,21,114,15,11,0,0,0,Sweet
Rhythmic Pulse,4,Socks,Symphony of Strings,1,73,27,143,19,14,540,7,12,Sweet
Rhythmic Pulse,4,Socks,Symphony of Strings,2,90,33,0,24,18,1620,21,36,Elegant
Rhythmic Pulse,4,Socks,Symphony of Strings,3,0,40,217,29,21,3240,43,72,Sweet
Rhythmic Pulse,4,Socks,Symphony of Strings,4,134,49,263,35,26,5290,70,120,Sweet
Rhythmic Pulse,4,Socks,Symphony of Strings,5,160,58,314,42,31,7720,102,177,Sweet
Twilight Daydream,4,Socks,Floral Memory,0,58,4,15,0,15,0,0,0,Elegant
Twilight Daydream,4,Socks,Floral Memory,1,73,143,19,22,19,540,7,12,Fresh
Twilight Daydream,4,Socks,Floral Memory,2,90,0,24,27,24,1620,21,36,Elegant
Twilight Daydream,4,Socks,Floral Memory,3,0,217,29,33,29,3240,43,72,Fresh
Twilight Daydream,4,Socks,Floral Memory,4,134,263,35,40,35,5290,70,120,Fresh
Twilight Daydream,4,Socks,Floral Memory,5,160,314,42,47,42,7720,102,177,Fresh
Breezy Cotton,4,Socks,Hometown Breeze,0,18,136,72,23,20,0,0,0,Fresh
Breezy Cotton,4,Socks,Hometown Breeze,1,23,170,90,29,25,540,7,12,Fresh
